Transaction_ID,Customer_ID,Customer_Type,Policy_ID,Policy_Name,Product_Family,Transaction_Date,Month,Year,Quarter,Sales_Channel,Agency_ID,Bank_ID,Transaction_Type,Transaction_Detail,Payment_Cost
6019,1781,CLP,11,BUON COMPLEANNO,INVESTMENT,2/20/2016,2,2016,Q1,Bank,,11,Existing,Existing,17713.61155
6020,1782,CLP,19,RENDITE,PREVENTION,2/4/2016,2,2016,Q1,Bank,,8,Existing,Existing,14098.86513
6021,1783,CLP,4,GUARDIAN PA,PROTECTION,2/8/2016,2,2016,Q1,Bank,,1,Existing,Existing,12046.80246
6022,1783,CLP,19,RENDITE,PREVENTION,2/11/2016,2,2016,Q1,Bank,,2,Existing,Existing,14934.86101
6023,1784,CLP,19,RENDITE,PREVENTION,2/9/2016,2,2016,Q1,Bank,,2,Existing,Existing,13424.45294
6024,1784,CLP,14,EXTERA,INVESTMENT,2/8/2016,2,2016,Q1,Bank,,1,Existing,Existing,16407.10133
6025,1784,CLP,3,FUTURO PROTETTO,PROTECTION,2/23/2016,2,2016,Q1,Bank,,1,Existing,Existing,14788.81957
6026,1785,CLP,8,EKONOMIA,SAVING,2/17/2016,2,2016,Q1,Bank,,7,Existing,Existing,11593.0135
6027,1786,CLP,15,MEGA TURISTA,INVESTMENT,2/25/2016,2,2016,Q1,Bank,,10,Existing,Existing,17424.95845
6028,1787,CLP,19,RENDITE,PREVENTION,2/11/2016,2,2016,Q1,Bank,,6,Existing,Existing,15040.60812
6029,1788,CLP,18,PREVIR,PREVENTION,2/1/2016,2,2016,Q1,Bank,,1,Existing,Existing,15209.97806
6030,1789,CLP,12,DOPPIO VALORE,INVESTMENT,2/10/2016,2,2016,Q1,Bank,,1,Existing,Existing,21091.42735
6031,1790,CLP,8,EKONOMIA,SAVING,2/17/2016,2,2016,Q1,Bank,,11,Existing,Existing,13917.49169
6032,1790,CLP,3,FUTURO PROTETTO,PROTECTION,2/17/2016,2,2016,Q1,Bank,,1,Lost,Surrender/Conversion,12641.41334
6033,1791,CLP,9,CALCOLO,SAVING,2/9/2016,2,2016,Q1,Bank,,2,Existing,Existing,12261.18951
6034,1792,CLP,16,IO DECIDO DIFFERITA,PREVENTION,2/26/2016,2,2016,Q1,Bank,,9,Existing,Existing,16590.67597
6035,1792,CLP,11,BUON COMPLEANNO,INVESTMENT,2/9/2016,2,2016,Q1,Bank,,1,Existing,Existing,18730.70564
6036,1793,CLP,4,GUARDIAN PA,PROTECTION,2/3/2016,2,2016,Q1,Bank,,1,Existing,Existing,14163.92982
6037,1794,CLP,19,RENDITE,PREVENTION,2/26/2016,2,2016,Q1,Bank,,2,Existing,Existing,13651.02758
6038,1794,CLP,3,FUTURO PROTETTO,PROTECTION,2/16/2016,2,2016,Q1,Bank,,5,Existing,Existing,15802.35661
6039,1795,CLP,1,C.Q.S. PREMIO ANNUO,PROTECTION,2/21/2016,2,2016,Q1,Bank,,4,In-Force,Other Movements,11957.89775
6040,1796,CLP,16,IO DECIDO DIFFERITA,PREVENTION,2/15/2016,2,2016,Q1,Bank,,8,Existing,Existing,13517.38714
6041,1796,CLP,1,C.Q.S. PREMIO ANNUO,PROTECTION,2/17/2016,2,2016,Q1,Bank,,10,In-Force,Other Movements,17342.68784
6042,1797,CLP,8,EKONOMIA,SAVING,2/5/2016,2,2016,Q1,Bank,,2,Existing,Existing,13084.75676
6043,1797,CLP,11,BUON COMPLEANNO,INVESTMENT,2/29/2016,2,2016,Q1,Bank,,3,Lost,Surrender/Conversion,19551.27062
6044,1797,CLP,19,RENDITE,PREVENTION,2/27/2016,2,2016,Q1,Bank,,8,Existing,Existing,14851.06006
6045,1798,CLP,16,IO DECIDO DIFFERITA,PREVENTION,2/25/2016,2,2016,Q1,Bank,,1,Existing,Existing,14659.99066
6046,1798,CLP,11,BUON COMPLEANNO,INVESTMENT,2/14/2016,2,2016,Q1,Bank,,3,Existing,Existing,19419.36902
6047,1799,CLP,4,GUARDIAN PA,PROTECTION,2/13/2016,2,2016,Q1,Bank,,11,Existing,Existing,16917.13867
6048,1800,CLP,9,CALCOLO,SAVING,2/5/2016,2,2016,Q1,Bank,,11,Existing,Existing,14799.63556
6049,1800,CLP,11,BUON COMPLEANNO,INVESTMENT,2/22/2016,2,2016,Q1,Bank,,11,Existing,Existing,20309.97666
6050,1800,CLP,19,RENDITE,PREVENTION,2/22/2016,2,2016,Q1,Bank,,10,Existing,Existing,14650.20734
6051,1801,CLP,3,FUTURO PROTETTO,PROTECTION,2/8/2016,2,2016,Q1,Bank,,1,Existing,Existing,17474.56176
6052,1802,CLP,2,COLLETTIVA ERBAVOGLIO GOLD,PROTECTION,2/16/2016,2,2016,Q1,Bank,,4,Lost,Lapse,15928.99672
6053,1803,CLP,19,RENDITE,PREVENTION,2/25/2016,2,2016,Q1,Bank,,11,Existing,Existing,13843.20844
6054,1804,CLP,11,BUON COMPLEANNO,INVESTMENT,2/7/2016,2,2016,Q1,Bank,,3,Existing,Existing,15490.77293
6055,1804,CLP,9,CALCOLO,SAVING,2/24/2016,2,2016,Q1,Bank,,9,Existing,Existing,13747.90944
6056,1805,CLP,3,FUTURO PROTETTO,PROTECTION,2/22/2016,2,2016,Q1,Bank,,2,Existing,Existing,12377.0703
6057,1806,CLP,19,RENDITE,PREVENTION,2/16/2016,2,2016,Q1,Bank,,3,Existing,Existing,11893.57054
6058,1806,CLP,11,BUON COMPLEANNO,INVESTMENT,2/25/2016,2,2016,Q1,Bank,,11,Existing,Existing,16056.68283
6059,1807,CLP,16,IO DECIDO DIFFERITA,PREVENTION,2/6/2016,2,2016,Q1,Bank,,2,Existing,Existing,11763.32722
6060,1808,CLP,3,FUTURO PROTETTO,PROTECTION,2/28/2016,2,2016,Q1,Bank,,9,In-Force,Other Movements,12704.69161
6061,1808,CLP,19,RENDITE,PREVENTION,2/27/2016,2,2016,Q1,Bank,,2,Existing,Existing,13569.55309
6062,1809,CLP,19,RENDITE,PREVENTION,2/21/2016,2,2016,Q1,Bank,,2,Existing,Existing,13042.37723
6063,1809,CLP,11,BUON COMPLEANNO,INVESTMENT,2/15/2016,2,2016,Q1,Bank,,2,Existing,Existing,20423.82132
6064,1809,CLP,3,FUTURO PROTETTO,PROTECTION,2/9/2016,2,2016,Q1,Bank,,10,Existing,Existing,16104.98198
6065,1810,CLP,3,FUTURO PROTETTO,PROTECTION,2/12/2016,2,2016,Q1,Bank,,8,Existing,Existing,14965.50626
6066,1811,CLP,18,PREVIR,PREVENTION,2/11/2016,2,2016,Q1,Bank,,5,Existing,Existing,15079.88674
6067,1811,CLP,3,FUTURO PROTETTO,PROTECTION,2/16/2016,2,2016,Q1,Bank,,1,Existing,Existing,15149.71568
6068,1812,CLP,3,FUTURO PROTETTO,PROTECTION,2/21/2016,2,2016,Q1,Bank,,11,Existing,Existing,16868.54636
6069,1812,CLP,19,RENDITE,PREVENTION,2/3/2016,2,2016,Q1,Bank,,11,Lost,Maturity,14710.38309
6070,1813,CLP,19,RENDITE,PREVENTION,2/28/2016,2,2016,Q1,Bank,,1,Existing,Existing,14464.71157
6071,1813,CLP,2,COLLETTIVA ERBAVOGLIO GOLD,PROTECTION,2/23/2016,2,2016,Q1,Bank,,1,Existing,Existing,13828.38773
6072,1814,CLP,3,FUTURO PROTETTO,PROTECTION,2/24/2016,2,2016,Q1,Bank,,11,Existing,Existing,18212.36141
6073,1815,CLP,16,IO DECIDO DIFFERITA,PREVENTION,2/26/2016,2,2016,Q1,Bank,,3,Existing,Existing,17045.4457
6074,1816,CLP,14,EXTERA,INVESTMENT,2/28/2016,2,2016,Q1,Bank,,10,Existing,Existing,18043.79183
6075,1817,CLP,1,C.Q.S. PREMIO ANNUO,PROTECTION,2/10/2016,2,2016,Q1,Bank,,10,Existing,Existing,13364.63364
6076,1817,CLP,19,RENDITE,PREVENTION,2/2/2016,2,2016,Q1,Bank,,6,Existing,Existing,15589.68346
6077,1818,CLP,3,FUTURO PROTETTO,PROTECTION,2/28/2016,2,2016,Q1,Bank,,11,Existing,Existing,13457.16199
6078,1818,CLP,9,CALCOLO,SAVING,2/29/2016,2,2016,Q1,Bank,,11,Existing,Existing,13811.67567
6079,1819,CLP,14,EXTERA,INVESTMENT,2/4/2016,2,2016,Q1,Bank,,11,Existing,Existing,16062.48325
6080,1819,CLP,19,RENDITE,PREVENTION,2/1/2016,2,2016,Q1,Bank,,10,Existing,Existing,12135.57581
6081,1820,CLP,16,IO DECIDO DIFFERITA,PREVENTION,2/28/2016,2,2016,Q1,Bank,,6,Existing,Existing,14210.64765
6082,1821,CLP,4,GUARDIAN PA,PROTECTION,2/1/2016,2,2016,Q1,Bank,,4,Existing,Existing,12983.02791
6083,1822,CLP,19,RENDITE,PREVENTION,2/28/2016,2,2016,Q1,Bank,,5,Existing,Existing,12271.96881
6084,1823,CLP,3,FUTURO PROTETTO,PROTECTION,2/13/2016,2,2016,Q1,Bank,,3,Existing,Existing,15463.19582
6085,1824,CLP,1,C.Q.S. PREMIO ANNUO,PROTECTION,2/8/2016,2,2016,Q1,Bank,,8,Existing,Existing,17220.6138
6086,1825,CLP,12,DOPPIO VALORE,INVESTMENT,2/18/2016,2,2016,Q1,Bank,,2,Existing,Existing,20134.11258
6087,1826,CLP,19,RENDITE,PREVENTION,2/16/2016,2,2016,Q1,Bank,,2,Existing,Existing,14899.67657
6088,1827,CLP,9,CALCOLO,SAVING,2/6/2016,2,2016,Q1,Bank,,1,Existing,Existing,14578.08387
6089,1828,CLP,6,CAPITALE DIFFERITO,SAVING,2/23/2016,2,2016,Q1,Bank,,1,Existing,Existing,10650.18224
6090,1829,CLP,2,COLLETTIVA ERBAVOGLIO GOLD,PROTECTION,2/22/2016,2,2016,Q1,Bank,,11,Existing,Existing,13787.83037
6091,1830,CLP,19,RENDITE,PREVENTION,2/28/2016,2,2016,Q1,Bank,,6,Existing,Existing,13578.16595
6092,1831,CLP,3,FUTURO PROTETTO,PROTECTION,2/1/2016,2,2016,Q1,Bank,,2,Existing,Existing,17880.5996
6093,1832,CLP,8,EKONOMIA,SAVING,2/15/2016,2,2016,Q1,Bank,,1,Existing,Existing,13099.01661
6094,1833,CLP,20,Z INTEGRA,PREVENTION,2/17/2016,2,2016,Q1,Bank,,1,Lost,Maturity,12683.00559
6095,1834,CLP,11,BUON COMPLEANNO,INVESTMENT,2/18/2016,2,2016,Q1,Bank,,9,Existing,Existing,15634.8734
6096,1834,CLP,8,EKONOMIA,SAVING,2/10/2016,2,2016,Q1,Bank,,1,Existing,Existing,14691.33661
6097,1835,CLP,8,EKONOMIA,SAVING,2/13/2016,2,2016,Q1,Bank,,1,Existing,Existing,11551.18321
6098,1836,CLP,12,DOPPIO VALORE,INVESTMENT,2/29/2016,2,2016,Q1,Bank,,1,Existing,Existing,17190.59689
6099,1837,CLP,1,C.Q.S. PREMIO ANNUO,PROTECTION,2/16/2016,2,2016,Q1,Bank,,7,Existing,Existing,14759.57769
6100,1838,CLP,3,FUTURO PROTETTO,PROTECTION,2/13/2016,2,2016,Q1,Bank,,9,Existing,Existing,13812.25491
6101,1839,CLP,19,RENDITE,PREVENTION,2/22/2016,2,2016,Q1,Bank,,11,Existing,Existing,11402.83138
6102,1839,CLP,14,EXTERA,INVESTMENT,2/13/2016,2,2016,Q1,Bank,,7,Lost,Surrender/Conversion,14525.89845
6103,1840,CLP,8,EKONOMIA,SAVING,2/7/2016,2,2016,Q1,Bank,,2,Existing,Existing,15943.99004
6104,1840,CLP,3,FUTURO PROTETTO,PROTECTION,2/27/2016,2,2016,Q1,Bank,,2,Existing,Existing,14037.80883
6105,1841,CLP,19,RENDITE,PREVENTION,2/14/2016,2,2016,Q1,Bank,,2,Existing,Existing,11900.25934
6106,1842,CLP,19,RENDITE,PREVENTION,2/9/2016,2,2016,Q1,Bank,,1,Existing,Existing,14318.10722
6107,1842,CLP,6,CAPITALE DIFFERITO,SAVING,2/8/2016,2,2016,Q1,Bank,,9,Existing,Existing,11847.89942
6108,1842,CLP,3,FUTURO PROTETTO,PROTECTION,2/20/2016,2,2016,Q1,Bank,,1,Existing,Existing,17757.98935
6109,1842,CLP,11,BUON COMPLEANNO,INVESTMENT,2/5/2016,2,2016,Q1,Bank,,1,In-Force,Other Movements,17022.05433
6110,1843,CLP,4,GUARDIAN PA,PROTECTION,2/11/2016,2,2016,Q1,Bank,,5,Existing,Existing,12881.75523
6111,1844,CLP,19,RENDITE,PREVENTION,2/21/2016,2,2016,Q1,Bank,,2,Existing,Existing,14480.38822
6112,1845,CLP,3,FUTURO PROTETTO,PROTECTION,2/24/2016,2,2016,Q1,Bank,,8,Existing,Existing,15566.18087
6113,1846,CLP,14,EXTERA,INVESTMENT,2/8/2016,2,2016,Q1,Bank,,6,Existing,Existing,17234.61615
6114,1846,CLP,8,EKONOMIA,SAVING,2/10/2016,2,2016,Q1,Bank,,2,Existing,Existing,13767.17999
6115,1846,CLP,3,FUTURO PROTETTO,PROTECTION,2/2/2016,2,2016,Q1,Bank,,10,Existing,Existing,15175.84105
6116,1847,CLP,4,GUARDIAN PA,PROTECTION,2/1/2016,2,2016,Q1,Bank,,3,Existing,Existing,15462.20099
6117,1847,CLP,12,DOPPIO VALORE,INVESTMENT,2/28/2016,2,2016,Q1,Bank,,1,Existing,Existing,17432.51144
6118,1848,CLP,19,RENDITE,PREVENTION,2/26/2016,2,2016,Q1,Bank,,10,Lost,Maturity,11666.32127
6119,1848,CLP,8,EKONOMIA,SAVING,2/15/2016,2,2016,Q1,Bank,,4,Existing,Existing,11104.9048
6120,1849,CLP,19,RENDITE,PREVENTION,2/26/2016,2,2016,Q1,Bank,,1,Existing,Existing,13838.3199
6121,1850,CLP,4,GUARDIAN PA,PROTECTION,2/23/2016,2,2016,Q1,Bank,,8,Existing,Existing,13082.8568
6122,1850,CLP,12,DOPPIO VALORE,INVESTMENT,2/23/2016,2,2016,Q1,Bank,,2,Existing,Existing,19259.23763
6123,1850,CLP,8,EKONOMIA,SAVING,2/21/2016,2,2016,Q1,Bank,,2,In-Force,Other Movements,13316.56769
6124,1850,CLP,16,IO DECIDO DIFFERITA,PREVENTION,2/22/2016,2,2016,Q1,Bank,,2,Existing,Existing,13051.26579
6125,1851,CLP,4,GUARDIAN PA,PROTECTION,2/5/2016,2,2016,Q1,Bank,,7,Existing,Existing,15020.98829
6126,1852,CLP,3,FUTURO PROTETTO,PROTECTION,2/22/2016,2,2016,Q1,Bank,,5,Existing,Existing,17913.29277
6127,1853,CLP,8,EKONOMIA,SAVING,2/17/2016,2,2016,Q1,Bank,,1,Existing,Existing,11399.75641
6128,1853,CLP,3,FUTURO PROTETTO,PROTECTION,2/21/2016,2,2016,Q1,Bank,,4,Existing,Existing,14233.38779
6129,1853,CLP,18,PREVIR,PREVENTION,2/17/2016,2,2016,Q1,Bank,,1,Existing,Existing,15667.76504
6130,1854,CLP,19,RENDITE,PREVENTION,2/26/2016,2,2016,Q1,Bank,,2,Existing,Existing,11806.35888
6131,1855,CLP,4,GUARDIAN PA,PROTECTION,2/10/2016,2,2016,Q1,Bank,,2,Existing,Existing,14015.66502
6132,1856,CLP,7,ZURICH FONTE,SAVING,2/29/2016,2,2016,Q1,Bank,,9,Existing,Existing,13597.0001
6133,1857,CLP,6,CAPITALE DIFFERITO,SAVING,2/22/2016,2,2016,Q1,Bank,,5,Existing,Existing,12329.92754
6134,1858,CLP,8,EKONOMIA,SAVING,2/11/2016,2,2016,Q1,Bank,,4,Existing,Existing,12527.15358
6135,1858,CLP,12,DOPPIO VALORE,INVESTMENT,2/22/2016,2,2016,Q1,Bank,,1,Existing,Existing,21313.24977
6136,1859,CLP,4,GUARDIAN PA,PROTECTION,2/10/2016,2,2016,Q1,Bank,,1,Existing,Existing,16092.41521
6137,1859,CLP,12,DOPPIO VALORE,INVESTMENT,2/25/2016,2,2016,Q1,Bank,,1,Existing,Existing,17843.39437
6138,1860,CLP,3,FUTURO PROTETTO,PROTECTION,2/7/2016,2,2016,Q1,Bank,,10,Existing,Existing,17130.70868
6139,1860,CLP,19,RENDITE,PREVENTION,2/4/2016,2,2016,Q1,Bank,,2,Existing,Existing,15538.74844
6140,1861,CLP,3,FUTURO PROTETTO,PROTECTION,2/21/2016,2,2016,Q1,Bank,,1,Existing,Existing,15111.47955
6141,1862,CLP,12,DOPPIO VALORE,INVESTMENT,2/29/2016,2,2016,Q1,Bank,,8,Existing,Existing,17261.45516
6142,1862,CLP,19,RENDITE,PREVENTION,2/15/2016,2,2016,Q1,Bank,,8,Existing,Existing,17205.02159
6143,1863,CLP,6,CAPITALE DIFFERITO,SAVING,2/28/2016,2,2016,Q1,Bank,,1,Existing,Existing,11344.33446
6144,1863,CLP,19,RENDITE,PREVENTION,2/19/2016,2,2016,Q1,Bank,,2,Existing,Existing,12150.28154
6145,1863,CLP,3,FUTURO PROTETTO,PROTECTION,2/24/2016,2,2016,Q1,Bank,,1,Existing,Existing,16784.65846
6146,1864,CLP,11,BUON COMPLEANNO,INVESTMENT,2/14/2016,2,2016,Q1,Bank,,10,Existing,Existing,22357.34889
6147,1865,CLP,1,C.Q.S. PREMIO ANNUO,PROTECTION,2/9/2016,2,2016,Q1,Bank,,9,Existing,Existing,12473.15438
6148,1866,CLP,3,FUTURO PROTETTO,PROTECTION,2/16/2016,2,2016,Q1,Bank,,1,Existing,Existing,17475.52928
6149,1867,CLP,3,FUTURO PROTETTO,PROTECTION,2/20/2016,2,2016,Q1,Bank,,9,Existing,Existing,15375.52256
6150,1868,CLP,8,EKONOMIA,SAVING,2/26/2016,2,2016,Q1,Bank,,1,Existing,Existing,11358.10463
6151,1869,CLP,8,EKONOMIA,SAVING,2/1/2016,2,2016,Q1,Bank,,1,Existing,Existing,10863.5671
6152,1870,CLP,3,FUTURO PROTETTO,PROTECTION,2/17/2016,2,2016,Q1,Bank,,10,Existing,Existing,12889.94427
6153,1871,CLP,3,FUTURO PROTETTO,PROTECTION,2/14/2016,2,2016,Q1,Bank,,10,Existing,Existing,15428.47831
6154,1872,CLP,8,EKONOMIA,SAVING,2/5/2016,2,2016,Q1,Bank,,1,Existing,Existing,15468.74607
6155,1872,CLP,14,EXTERA,INVESTMENT,2/2/2016,2,2016,Q1,Bank,,8,Existing,Existing,17566.24043
6156,1872,CLP,5,ZURICH PROTECTA,PROTECTION,2/27/2016,2,2016,Q1,Bank,,11,Existing,Existing,17313.6087
6157,1873,CLP,18,PREVIR,PREVENTION,2/6/2016,2,2016,Q1,Bank,,6,Existing,Existing,12891.71641
6158,1874,CLP,9,CALCOLO,SAVING,2/5/2016,2,2016,Q1,Bank,,6,Existing,Existing,10258.90673
6159,1874,CLP,12,DOPPIO VALORE,INVESTMENT,2/18/2016,2,2016,Q1,Bank,,6,Lost,Maturity,20892.87665
6160,1875,CLP,11,BUON COMPLEANNO,INVESTMENT,2/15/2016,2,2016,Q1,Bank,,4,Existing,Existing,18170.6187
6161,1876,CLP,15,MEGA TURISTA,INVESTMENT,2/25/2016,2,2016,Q1,Bank,,8,Existing,Existing,19604.1985
6162,1876,CLP,7,ZURICH FONTE,SAVING,2/11/2016,2,2016,Q1,Bank,,6,Existing,Existing,12720.32097
6163,1877,CLP,18,PREVIR,PREVENTION,2/10/2016,2,2016,Q1,Bank,,1,Existing,Existing,14450.87579
6164,1878,CLP,14,EXTERA,INVESTMENT,2/1/2016,2,2016,Q1,Bank,,9,Existing,Existing,15986.99989
6165,1879,CLP,3,FUTURO PROTETTO,PROTECTION,2/14/2016,2,2016,Q1,Bank,,9,Existing,Existing,17357.23576
6166,1880,CLP,4,GUARDIAN PA,PROTECTION,2/16/2016,2,2016,Q1,Bank,,11,Existing,Existing,15388.21009
6167,1880,CLP,12,DOPPIO VALORE,INVESTMENT,2/25/2016,2,2016,Q1,Bank,,3,Existing,Existing,16517.17714
6168,1881,CLP,14,EXTERA,INVESTMENT,2/2/2016,2,2016,Q1,Bank,,1,Existing,Existing,18486.69724
6169,1881,CLP,8,EKONOMIA,SAVING,2/12/2016,2,2016,Q1,Bank,,3,Existing,Existing,11707.68222
6170,1882,CLP,11,BUON COMPLEANNO,INVESTMENT,2/18/2016,2,2016,Q1,Bank,,9,Existing,Existing,21891.92008
6171,1882,CLP,3,FUTURO PROTETTO,PROTECTION,2/25/2016,2,2016,Q1,Bank,,1,Existing,Existing,16454.93529
6172,1883,CLP,3,FUTURO PROTETTO,PROTECTION,2/21/2016,2,2016,Q1,Bank,,7,Existing,Existing,14975.43201
6173,1884,CLP,8,EKONOMIA,SAVING,2/23/2016,2,2016,Q1,Bank,,2,Existing,Existing,10598.64821
6174,1885,CLP,3,FUTURO PROTETTO,PROTECTION,2/6/2016,2,2016,Q1,Bank,,2,Existing,Existing,15611.29886
6175,1886,CLP,4,GUARDIAN PA,PROTECTION,2/6/2016,2,2016,Q1,Bank,,4,Existing,Existing,16735.00411
6176,1887,CLP,5,ZURICH PROTECTA,PROTECTION,2/10/2016,2,2016,Q1,Bank,,1,Existing,Existing,13546.87034
6177,1888,CLP,4,GUARDIAN PA,PROTECTION,2/3/2016,2,2016,Q1,Bank,,3,Existing,Existing,16538.81715
6178,1889,CLP,2,COLLETTIVA ERBAVOGLIO GOLD,PROTECTION,2/4/2016,2,2016,Q1,Bank,,5,Lost,Maturity,13603.27689
6179,1890,CLP,18,PREVIR,PREVENTION,2/17/2016,2,2016,Q1,Bank,,5,Existing,Existing,14392.92303
6180,1891,CLP,3,FUTURO PROTETTO,PROTECTION,2/26/2016,2,2016,Q1,Bank,,5,Existing,Existing,12768.65836
6181,1892,CLP,11,BUON COMPLEANNO,INVESTMENT,2/20/2016,2,2016,Q1,Bank,,2,Existing,Existing,14691.3064
6182,1893,CLP,19,RENDITE,PREVENTION,2/9/2016,2,2016,Q1,Bank,,1,Existing,Existing,12747.43588
6183,1894,CLP,9,CALCOLO,SAVING,2/18/2016,2,2016,Q1,Bank,,2,Lost,Maturity,12803.74349
6184,1895,CLP,4,GUARDIAN PA,PROTECTION,2/22/2016,2,2016,Q1,Bank,,11,Existing,Existing,16976.57083
6185,1896,CLP,3,FUTURO PROTETTO,PROTECTION,2/2/2016,2,2016,Q1,Bank,,3,Existing,Existing,15079.02415
6186,1897,CLP,3,FUTURO PROTETTO,PROTECTION,2/12/2016,2,2016,Q1,Bank,,8,Existing,Existing,16879.20043
6187,1897,CLP,14,EXTERA,INVESTMENT,2/1/2016,2,2016,Q1,Bank,,6,Existing,Existing,17221.71136
6188,1898,CLP,19,RENDITE,PREVENTION,2/14/2016,2,2016,Q1,Bank,,1,Existing,Existing,15883.64182
6189,1898,CLP,4,GUARDIAN PA,PROTECTION,2/25/2016,2,2016,Q1,Bank,,7,Existing,Existing,16741.20397
6190,1899,CLP,6,CAPITALE DIFFERITO,SAVING,2/18/2016,2,2016,Q1,Bank,,11,Existing,Existing,13118.31352
6191,1900,CLP,19,RENDITE,PREVENTION,2/8/2016,2,2016,Q1,Bank,,1,Existing,Existing,13140.22937
6192,1900,CLP,11,BUON COMPLEANNO,INVESTMENT,2/3/2016,2,2016,Q1,Bank,,2,Existing,Existing,17225.1424
6193,1901,CLP,19,RENDITE,PREVENTION,2/15/2016,2,2016,Q1,Bank,,2,Existing,Existing,11791.41304
6194,1902,CLP,19,RENDITE,PREVENTION,2/15/2016,2,2016,Q1,Bank,,10,Existing,Existing,11958.18087
6195,1903,CLP,4,GUARDIAN PA,PROTECTION,2/5/2016,2,2016,Q1,Bank,,1,Existing,Existing,16777.44279
6196,1904,CLP,9,CALCOLO,SAVING,2/27/2016,2,2016,Q1,Bank,,2,Existing,Existing,11929.81544
6197,1904,CLP,12,DOPPIO VALORE,INVESTMENT,2/23/2016,2,2016,Q1,Bank,,10,Existing,Existing,17523.09379
6198,1905,CLP,19,RENDITE,PREVENTION,2/13/2016,2,2016,Q1,Bank,,10,Existing,Existing,12922.93574
6199,1906,CLP,2,COLLETTIVA ERBAVOGLIO GOLD,PROTECTION,2/5/2016,2,2016,Q1,Bank,,3,Existing,Existing,15570.52982
6200,1907,CLP,8,EKONOMIA,SAVING,2/1/2016,2,2016,Q1,Bank,,2,In-Force,Other Movements,13320.44957
6201,1907,CLP,3,FUTURO PROTETTO,PROTECTION,2/23/2016,2,2016,Q1,Bank,,2,Existing,Existing,14339.36048
6202,1907,CLP,19,RENDITE,PREVENTION,2/27/2016,2,2016,Q1,Bank,,1,Existing,Existing,14078.53058
6203,1908,CLP,6,CAPITALE DIFFERITO,SAVING,2/21/2016,2,2016,Q1,Bank,,2,Existing,Existing,13679.52072
6204,1909,CLP,8,EKONOMIA,SAVING,2/13/2016,2,2016,Q1,Bank,,1,Lost,Maturity,10949.91401
6205,1910,CLP,14,EXTERA,INVESTMENT,2/19/2016,2,2016,Q1,Bank,,8,Existing,Existing,16788.1506
6206,1910,CLP,18,PREVIR,PREVENTION,2/12/2016,2,2016,Q1,Bank,,1,Existing,Existing,13704.56588
6207,1911,CLP,16,IO DECIDO DIFFERITA,PREVENTION,2/5/2016,2,2016,Q1,Bank,,6,Existing,Existing,14058.37802
6208,1912,CLP,1,C.Q.S. PREMIO ANNUO,PROTECTION,2/3/2016,2,2016,Q1,Bank,,1,In-Force,Other Movements,14449.22764
6209,1913,CLP,3,FUTURO PROTETTO,PROTECTION,2/9/2016,2,2016,Q1,Bank,,9,Existing,Existing,16785.07774
6210,1914,CLP,3,FUTURO PROTETTO,PROTECTION,2/24/2016,2,2016,Q1,Bank,,1,Existing,Existing,16461.95767
6211,1915,CLP,4,GUARDIAN PA,PROTECTION,2/25/2016,2,2016,Q1,Bank,,2,Existing,Existing,13851.07642
6212,1916,CLP,2,COLLETTIVA ERBAVOGLIO GOLD,PROTECTION,2/26/2016,2,2016,Q1,Bank,,4,Existing,Existing,17480.95834
6213,1917,CLP,8,EKONOMIA,SAVING,2/17/2016,2,2016,Q1,Bank,,2,Existing,Existing,12720.52109
6214,1918,CLP,14,EXTERA,INVESTMENT,2/19/2016,2,2016,Q1,Bank,,5,Existing,Existing,17478.09112
6215,1919,CLP,18,PREVIR,PREVENTION,2/10/2016,2,2016,Q1,Bank,,1,Existing,Existing,15648.82464
6216,1920,CLP,11,BUON COMPLEANNO,INVESTMENT,2/17/2016,2,2016,Q1,Bank,,9,Existing,Existing,14655.65091
6217,1921,CLP,19,RENDITE,PREVENTION,2/19/2016,2,2016,Q1,Bank,,1,Existing,Existing,12062.92469
6218,1921,CLP,8,EKONOMIA,SAVING,2/24/2016,2,2016,Q1,Bank,,6,Existing,Existing,14410.56819
6219,1922,CLP,19,RENDITE,PREVENTION,2/8/2016,2,2016,Q1,Bank,,1,Existing,Existing,13071.03466
6220,1922,CLP,9,CALCOLO,SAVING,2/28/2016,2,2016,Q1,Bank,,10,Existing,Existing,13380.96661
6221,1923,CLP,10,STEP BY STEP,SAVING,2/8/2016,2,2016,Q1,Bank,,2,Existing,Existing,12717.93938
6222,1923,CLP,11,BUON COMPLEANNO,INVESTMENT,2/28/2016,2,2016,Q1,Bank,,5,Existing,Existing,18136.89983
6223,1924,CLP,9,CALCOLO,SAVING,2/12/2016,2,2016,Q1,Bank,,2,Existing,Existing,12318.59399
6224,1925,CLP,13,EAZY INVEST,INVESTMENT,2/8/2016,2,2016,Q1,Bank,,6,Existing,Existing,20007.23334
6225,1926,CLP,12,DOPPIO VALORE,INVESTMENT,2/2/2016,2,2016,Q1,Bank,,6,In-Force,New Business,16025.03806
6226,1927,CLP,19,RENDITE,PREVENTION,2/22/2016,2,2016,Q1,Bank,,1,Existing,Existing,15561.77358
6227,1927,CLP,2,COLLETTIVA ERBAVOGLIO GOLD,PROTECTION,2/28/2016,2,2016,Q1,Bank,,11,Existing,Existing,15420.02142
